GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	GO TERM	GO NAME	TAXON ID	ASSIGNED BY	GO ASPECT
UniProtKB	O15457	MSH4	GO:0007131	reciprocal meiotic recombination	9606	GO_Central	P
UniProtKB	O15457	MSH4	GO:0007131	reciprocal meiotic recombination	9606	PINC	P
UniProtKB	O15457	MSH4	GO:0051321	meiotic cell cycle	9606	UniProt	P
UniProtKB	O15520	FGF10	GO:0000132	establishment of mitotic spindle orientation	9606	Ensembl	P
UniProtKB	O15520	FGF10	GO:0000278	mitotic cell cycle	9606	Ensembl	P
UniProtKB	O15528	CYP27B1	GO:0070314	G1 to G0 transition	9606	BHF-UCL	P
UniProtKB	O43175	PHGDH	GO:0070314	G1 to G0 transition	9606	Ensembl	P
UniProtKB	O43196	MSH5	GO:0007127	meiosis I	9606	UniProt	P
UniProtKB	O43196	MSH5	GO:0051026	chiasma assembly	9606	GO_Central	P
UniProtKB	O43196	MSH5	GO:0051321	meiotic cell cycle	9606	UniProt	P
UniProtKB	O43236	SEPTIN4	GO:0061640	cytoskeleton-dependent cytokinesis	9606	GO_Central	P
UniProtKB	O43264	ZW10	GO:0000070	mitotic sister chromatid segregation	9606	HGNC-UCL	P
UniProtKB	O43264	ZW10	GO:0000132	establishment of mitotic spindle orientation	9606	UniProt	P
UniProtKB	O43264	ZW10	GO:0000278	mitotic cell cycle	9606	InterPro	P
UniProtKB	O43264	ZW10	GO:0007080	mitotic metaphase chromosome alignment	9606	UniProt	P
UniProtKB	O43264	ZW10	GO:0007094	mitotic spindle assembly checkpoint signaling	9606	GO_Central	P
UniProtKB	O43264	ZW10	GO:0007094	mitotic spindle assembly checkpoint signaling	9606	UniProt	P
UniProtKB	O43264	ZW10	GO:0007094	mitotic spindle assembly checkpoint signaling	9606	UniProt	P
UniProtKB	O43264	ZW10	GO:0051321	meiotic cell cycle	9606	PINC	P
UniProtKB	O43303	CCP110	GO:0007099	centriole replication	9606	InterPro	P
UniProtKB	O43303	CCP110	GO:0007099	centriole replication	9606	GO_Central	P
UniProtKB	O43303	CCP110	GO:0007099	centriole replication	9606	UniProt	P
UniProtKB	O43303	CCP110	GO:0007099	centriole replication	9606	UniProt	P
UniProtKB	O43303	CCP110	GO:0051298	centrosome duplication	9606	InterPro	P
UniProtKB	O43303	CCP110	GO:0051298	centrosome duplication	9606	CACAO	P
UniProtKB	O43303	CCP110	GO:0051298	centrosome duplication	9606	UniProt	P
UniProtKB	O43303	CCP110	GO:0051298	centrosome duplication	9606	UniProt	P
UniProtKB	O43303	CCP110	GO:0051298	centrosome duplication	9606	UniProt	P
UniProtKB	O43379	WDR62	GO:0007052	mitotic spindle organization	9606	MGI	P
UniProtKB	O43379	WDR62	GO:0007099	centriole replication	9606	GO_Central	P
UniProtKB	O43379	WDR62	GO:0007099	centriole replication	9606	UniProt	P
UniProtKB	O43462	MBTPS2	GO:0007095	mitotic G2 DNA damage checkpoint signaling	9606	Ensembl	P
UniProtKB	O43482	OIP5	GO:0007059	chromosome segregation	9606	GO_Central	P
UniProtKB	O43502	RAD51C	GO:0000707	meiotic DNA recombinase assembly	9606	GO_Central	P
UniProtKB	O43502	RAD51C	GO:0007062	sister chromatid cohesion	9606	UniProt	P
UniProtKB	O43502	RAD51C	GO:0007066	female meiosis sister chromatid cohesion	9606	Ensembl	P
UniProtKB	O43502	RAD51C	GO:0007131	reciprocal meiotic recombination	9606	GO_Central	P
UniProtKB	O43502	RAD51C	GO:0007131	reciprocal meiotic recombination	9606	Ensembl	P
UniProtKB	O43502	RAD51C	GO:0007141	male meiosis I	9606	Ensembl	P
UniProtKB	O43521	BCL2L11	GO:0007127	meiosis I	9606	GO_Central	P
UniProtKB	O43543	XRCC2	GO:0000278	mitotic cell cycle	9606	UniProt	P
UniProtKB	O43543	XRCC2	GO:0007098	centrosome cycle	9606	UniProt	P
UniProtKB	O43543	XRCC2	GO:0051321	meiotic cell cycle	9606	PINC	P
UniProtKB	O43566	RGS14	GO:0000278	mitotic cell cycle	9606	Ensembl	P
UniProtKB	O43566	RGS14	GO:0007051	spindle organization	9606	GO_Central	P
UniProtKB	O43566	RGS14	GO:0007051	spindle organization	9606	Ensembl	P
UniProtKB	O43566	RGS14	GO:0007051	spindle organization	9606	UniProt	P
UniProtKB	O43566	RGS14	GO:0007059	chromosome segregation	9606	UniProt	P
UniProtKB	O43566	RGS14	GO:0007059	chromosome segregation	9606	Ensembl	P
UniProtKB	O43597	SPRY2	GO:0000132	establishment of mitotic spindle orientation	9606	Ensembl	P
UniProtKB	O43609	SPRY1	GO:0000132	establishment of mitotic spindle orientation	9606	Ensembl	P
UniProtKB	O43633	CHMP2A	GO:0007080	mitotic metaphase chromosome alignment	9606	UniProt	P
UniProtKB	O43633	CHMP2A	GO:0007080	mitotic metaphase chromosome alignment	9606	UniProt	P
UniProtKB	O43633	CHMP2A	GO:0007080	mitotic metaphase chromosome alignment	9606	ComplexPortal	P
UniProtKB	O43633	CHMP2A	GO:0010458	exit from mitosis	9606	UniProt	P
UniProtKB	O43633	CHMP2A	GO:0061952	midbody abscission	9606	UniProt	P
UniProtKB	O43633	CHMP2A	GO:0061952	midbody abscission	9606	UniProt	P
UniProtKB	O43633	CHMP2A	GO:0061952	midbody abscission	9606	ComplexPortal	P
UniProtKB	O43663	PRC1	GO:0000022	mitotic spindle elongation	9606	PINC	P
UniProtKB	O43663	PRC1	GO:0051256	mitotic spindle midzone assembly	9606	GO_Central	P
UniProtKB	O43670	ZNF207	GO:0000070	mitotic sister chromatid segregation	9606	UniProt	P
UniProtKB	O43670	ZNF207	GO:0000070	mitotic sister chromatid segregation	9606	UniProt	P
UniProtKB	O43670	ZNF207	GO:0007059	chromosome segregation	9606	UniProt	P
UniProtKB	O43670	ZNF207	GO:0007094	mitotic spindle assembly checkpoint signaling	9606	GO_Central	P
UniProtKB	O43670	ZNF207	GO:0007094	mitotic spindle assembly checkpoint signaling	9606	UniProt	P
UniProtKB	O43670	ZNF207	GO:0007094	mitotic spindle assembly checkpoint signaling	9606	UniProt	P
UniProtKB	O43670	ZNF207	GO:0008608	attachment of spindle microtubules to kinetochore	9606	GO_Central	P
UniProtKB	O43670	ZNF207	GO:0008608	attachment of spindle microtubules to kinetochore	9606	UniProt	P
UniProtKB	O43670	ZNF207	GO:0008608	attachment of spindle microtubules to kinetochore	9606	UniProt	P
UniProtKB	O43670	ZNF207	GO:0090307	mitotic spindle assembly	9606	GO_Central	P
UniProtKB	O43670	ZNF207	GO:0090307	mitotic spindle assembly	9606	Ensembl	P
UniProtKB	O43670	ZNF207	GO:0090307	mitotic spindle assembly	9606	UniProt	P
UniProtKB	O43683	BUB1	GO:0007059	chromosome segregation	9606	UniProt	P
UniProtKB	O43683	BUB1	GO:0007094	mitotic spindle assembly checkpoint signaling	9606	InterPro	P
UniProtKB	O43683	BUB1	GO:0007094	mitotic spindle assembly checkpoint signaling	9606	GO_Central	P
UniProtKB	O43683	BUB1	GO:0007094	mitotic spindle assembly checkpoint signaling	9606	UniProt	P
UniProtKB	O43683	BUB1	GO:0007094	mitotic spindle assembly checkpoint signaling	9606	PINC	P
UniProtKB	O43683	BUB1	GO:0051754	meiotic sister chromatid cohesion, centromeric	9606	GO_Central	P
UniProtKB	O43684	BUB3	GO:0007059	chromosome segregation	9606	UniProt	P
UniProtKB	O43684	BUB3	GO:0007094	mitotic spindle assembly checkpoint signaling	9606	GO_Central	P
UniProtKB	O43684	BUB3	GO:0007094	mitotic spindle assembly checkpoint signaling	9606	ComplexPortal	P
UniProtKB	O43684	BUB3	GO:0008608	attachment of spindle microtubules to kinetochore	9606	UniProt	P
UniProtKB	O43684	BUB3	GO:0051321	meiotic cell cycle	9606	UniProt	P
UniProtKB	O43715	TRIAP1	GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	9606	HGNC-UCL	P
UniProtKB	O43768	ENSA	GO:0000086	G2/M transition of mitotic cell cycle	9606	UniProt	P
UniProtKB	O43768	ENSA	GO:0000278	mitotic cell cycle	9606	UniProt	P
UniProtKB	O43823	AKAP8	GO:0000278	mitotic cell cycle	9606	PINC	P
UniProtKB	O43823	AKAP8	GO:0007076	mitotic chromosome condensation	9606	Ensembl	P
UniProtKB	O43823	AKAP8	GO:0044839	cell cycle G2/M phase transition	9606	UniProt	P
UniProtKB	O43832	O43832	GO:0007076	mitotic chromosome condensation	9606	MGI	P
UniProtKB	O43929	ORC4	GO:0040038	polar body extrusion after meiotic divisions	9606	Ensembl	P
UniProtKB	O60216	RAD21	GO:0007059	chromosome segregation	9606	UniProt	P
UniProtKB	O60216	RAD21	GO:0007062	sister chromatid cohesion	9606	InterPro	P
UniProtKB	O60216	RAD21	GO:0007062	sister chromatid cohesion	9606	GO_Central	P
UniProtKB	O60216	RAD21	GO:0007131	reciprocal meiotic recombination	9606	PINC	P
UniProtKB	O60216	RAD21	GO:0034087	establishment of mitotic sister chromatid cohesion	9606	ComplexPortal	P
UniProtKB	O60216	RAD21	GO:0034089	establishment of meiotic sister chromatid cohesion	9606	ComplexPortal	P
UniProtKB	O60232	ZNRD2	GO:0000278	mitotic cell cycle	9606	PINC	P
UniProtKB	O60566	BUB1B	GO:0007091	metaphase/anaphase transition of mitotic cell cycle	9606	Ensembl	P
UniProtKB	O60566	BUB1B	GO:0007094	mitotic spindle assembly checkpoint signaling	9606	InterPro	P
UniProtKB	O60566	BUB1B	GO:0007094	mitotic spindle assembly checkpoint signaling	9606	GO_Central	P
UniProtKB	O60566	BUB1B	GO:0007094	mitotic spindle assembly checkpoint signaling	9606	UniProt	P
UniProtKB	O60566	BUB1B	GO:0007094	mitotic spindle assembly checkpoint signaling	9606	ComplexPortal	P
UniProtKB	O60566	BUB1B	GO:0007094	mitotic spindle assembly checkpoint signaling	9606	UniProt	P
UniProtKB	O60566	BUB1B	GO:0051754	meiotic sister chromatid cohesion, centromeric	9606	GO_Central	P
UniProtKB	O60645	EXOC3	GO:0000281	mitotic cytokinesis	9606	ComplexPortal	P
UniProtKB	O60671	RAD1	GO:0051598	meiotic recombination checkpoint signaling	9606	UniProt	P
UniProtKB	O60729	CDC14B	GO:0007095	mitotic G2 DNA damage checkpoint signaling	9606	UniProt	P
UniProtKB	O60921	HUS1	GO:0031573	mitotic intra-S DNA damage checkpoint signaling	9606	GO_Central	P
UniProtKB	O60921	HUS1	GO:0033314	mitotic DNA replication checkpoint signaling	9606	GO_Central	P
UniProtKB	O60921	HUS1	GO:0044778	meiotic DNA integrity checkpoint signaling	9606	GO_Central	P
UniProtKB	O60934	NBN	GO:0007095	mitotic G2 DNA damage checkpoint signaling	9606	GO_Central	P
UniProtKB	O60934	NBN	GO:0007095	mitotic G2 DNA damage checkpoint signaling	9606	UniProt	P
UniProtKB	O60934	NBN	GO:0007095	mitotic G2 DNA damage checkpoint signaling	9606	UniProt	P
UniProtKB	O60934	NBN	GO:0044818	mitotic G2/M transition checkpoint	9606	ComplexPortal	P
UniProtKB	O60934	NBN	GO:0051321	meiotic cell cycle	9606	UniProt	P
UniProtKB	O75031	HSF2BP	GO:0007141	male meiosis I	9606	UniProt	P
UniProtKB	O75031	HSF2BP	GO:0007141	male meiosis I	9606	Ensembl	P
UniProtKB	O75031	HSF2BP	GO:0007144	female meiosis I	9606	UniProt	P
UniProtKB	O75031	HSF2BP	GO:0007144	female meiosis I	9606	Ensembl	P
UniProtKB	O75031	HSF2BP	GO:1990918	double-strand break repair involved in meiotic recombination	9606	UniProt	P
UniProtKB	O75031	HSF2BP	GO:1990918	double-strand break repair involved in meiotic recombination	9606	Ensembl	P
UniProtKB	O75116	ROCK2	GO:0000281	mitotic cytokinesis	9606	GO_Central	P
UniProtKB	O75116	ROCK2	GO:0051298	centrosome duplication	9606	UniProt	P
UniProtKB	O75122	CLASP2	GO:0007052	mitotic spindle organization	9606	UniProt	P
UniProtKB	O75122	CLASP2	GO:0010458	exit from mitosis	9606	UniProt	P
UniProtKB	O75122	CLASP2	GO:0040001	establishment of mitotic spindle localization	9606	GO_Central	P
UniProtKB	O75122	CLASP2	GO:0090307	mitotic spindle assembly	9606	GO_Central	P
UniProtKB	O75312	ZPR1	GO:0042023	DNA endoreduplication	9606	UniProt	P
UniProtKB	O75312	ZPR1	GO:0042023	DNA endoreduplication	9606	Ensembl	P
UniProtKB	O75344	FKBP6	GO:0051321	meiotic cell cycle	9606	UniProt	P
UniProtKB	O75344	FKBP6	GO:0051321	meiotic cell cycle	9606	UniProt	P
UniProtKB	O75351	VPS4B	GO:0007080	mitotic metaphase chromosome alignment	9606	UniProt	P
UniProtKB	O75351	VPS4B	GO:0061952	midbody abscission	9606	UniProt	P
UniProtKB	O75351	VPS4B	GO:0061952	midbody abscission	9606	ComplexPortal	P
UniProtKB	O75376	NCOR1	GO:0051225	spindle assembly	9606	UniProt	P
UniProtKB	O75410	TACC1	GO:0007052	mitotic spindle organization	9606	InterPro	P
UniProtKB	O75419	CDC45	GO:1902977	mitotic DNA replication preinitiation complex assembly	9606	GO_Central	P
UniProtKB	O75467	ZNF324	GO:0000082	G1/S transition of mitotic cell cycle	9606	UniProt	P
UniProtKB	O75496	GMNN	GO:0071163	DNA replication preinitiation complex assembly	9606	CAFA	P
UniProtKB	O75528	TADA3	GO:0000278	mitotic cell cycle	9606	Ensembl	P
UniProtKB	O75531	BANF1	GO:0007084	mitotic nuclear membrane reassembly	9606	UniProt	P
UniProtKB	O75665	OFD1	GO:0000278	mitotic cell cycle	9606	UniProt	P
UniProtKB	O75665	OFD1	GO:0007099	centriole replication	9606	UniProt	P
UniProtKB	O75665	OFD1	GO:0090307	mitotic spindle assembly	9606	UniProt	P
UniProtKB	O75717	WDHD1	GO:0000278	mitotic cell cycle	9606	GO_Central	P
UniProtKB	O75771	RAD51D	GO:0007131	reciprocal meiotic recombination	9606	GO_Central	P
UniProtKB	O75771	RAD51D	GO:0007131	reciprocal meiotic recombination	9606	PINC	P
UniProtKB	O75925	PIAS1	GO:0000082	G1/S transition of mitotic cell cycle	9606	Ensembl	P
UniProtKB	O75934	BCAS2	GO:0051225	spindle assembly	9606	Ensembl	P
UniProtKB	O75935	DCTN3	GO:0000278	mitotic cell cycle	9606	PINC	P
UniProtKB	O75935	DCTN3	GO:0061640	cytoskeleton-dependent cytokinesis	9606	InterPro	P
UniProtKB	O75935	DCTN3	GO:0061640	cytoskeleton-dependent cytokinesis	9606	GO_Central	P
UniProtKB	O75935	DCTN3	GO:0061640	cytoskeleton-dependent cytokinesis	9606	UniProt	P
UniProtKB	O75943	RAD17	GO:0031573	mitotic intra-S DNA damage checkpoint signaling	9606	UniProt	P
UniProtKB	O75943	RAD17	GO:0033314	mitotic DNA replication checkpoint signaling	9606	GO_Central	P
UniProtKB	O76071	CIAO1	GO:0007059	chromosome segregation	9606	UniProt	P
UniProtKB	O76095	JTB	GO:0000278	mitotic cell cycle	9606	UniProt	P
UniProtKB	O76095	JTB	GO:0000281	mitotic cytokinesis	9606	GO_Central	P
UniProtKB	O76095	JTB	GO:0000281	mitotic cytokinesis	9606	UniProt	P
UniProtKB	O94762	RECQL5	GO:0000278	mitotic cell cycle	9606	UniProt	P
UniProtKB	O94762	RECQL5	GO:0051304	chromosome separation	9606	UniProt	P
UniProtKB	O94762	RECQL5	GO:1990506	mitotic DNA-templated DNA replication	9606	UniProt	P
UniProtKB	O94811	TPPP	GO:0030953	astral microtubule organization	9606	UniProt	P
UniProtKB	O94901	SUN1	GO:0007129	homologous chromosome pairing at meiosis	9606	Ensembl	P
UniProtKB	O94901	SUN1	GO:0051321	meiotic cell cycle	9606	UniProt	P
UniProtKB	O94901	SUN1	GO:0070197	meiotic attachment of telomere to nuclear envelope	9606	Ensembl	P
UniProtKB	O94921	CDK14	GO:0000086	G2/M transition of mitotic cell cycle	9606	UniProt	P
UniProtKB	O94927	HAUS5	GO:0007098	centrosome cycle	9606	InterPro	P
UniProtKB	O94927	HAUS5	GO:0007098	centrosome cycle	9606	GO_Central	P
UniProtKB	O94927	HAUS5	GO:0007098	centrosome cycle	9606	UniProt	P
UniProtKB	O94927	HAUS5	GO:0007098	centrosome cycle	9606	ComplexPortal	P
UniProtKB	O94927	HAUS5	GO:0051225	spindle assembly	9606	InterPro	P
UniProtKB	O94927	HAUS5	GO:0051225	spindle assembly	9606	GO_Central	P
UniProtKB	O94927	HAUS5	GO:0051225	spindle assembly	9606	UniProt	P
UniProtKB	O94927	HAUS5	GO:0051225	spindle assembly	9606	UniProt	P
UniProtKB	O94927	HAUS5	GO:0051225	spindle assembly	9606	ComplexPortal	P
UniProtKB	O94964	MTCL2	GO:0007059	chromosome segregation	9606	UniProt	P
UniProtKB	O94986	CEP152	GO:0007099	centriole replication	9606	UniProt	P
UniProtKB	O94986	CEP152	GO:0007099	centriole replication	9606	GO_Central	P
UniProtKB	O94986	CEP152	GO:0007099	centriole replication	9606	Ensembl	P
UniProtKB	O94986	CEP152	GO:0007099	centriole replication	9606	ComplexPortal	P
UniProtKB	O94986	CEP152	GO:0051298	centrosome duplication	9606	UniProt	P
UniProtKB	O95067	CCNB2	GO:0000082	G1/S transition of mitotic cell cycle	9606	GO_Central	P
UniProtKB	O95067	CCNB2	GO:0007057	spindle assembly involved in female meiosis I	9606	Ensembl	P
UniProtKB	O95067	CCNB2	GO:0008315	G2/MI transition of meiotic cell cycle	9606	Ensembl	P
UniProtKB	O95067	CCNB2	GO:0044772	mitotic cell cycle phase transition	9606	InterPro	P
UniProtKB	O95072	REC8	GO:0007059	chromosome segregation	9606	UniProt	P
UniProtKB	O95072	REC8	GO:0007062	sister chromatid cohesion	9606	InterPro	P
UniProtKB	O95072	REC8	GO:0007062	sister chromatid cohesion	9606	PINC	P
UniProtKB	O95072	REC8	GO:0007129	homologous chromosome pairing at meiosis	9606	Ensembl	P
UniProtKB	O95072	REC8	GO:0007130	synaptonemal complex assembly	9606	Ensembl	P
UniProtKB	O95072	REC8	GO:0007131	reciprocal meiotic recombination	9606	PINC	P
UniProtKB	O95072	REC8	GO:0007141	male meiosis I	9606	Ensembl	P
UniProtKB	O95072	REC8	GO:0051177	meiotic sister chromatid cohesion	9606	GO_Central	P
UniProtKB	O95072	REC8	GO:0051321	meiotic cell cycle	9606	UniProt	P
UniProtKB	O95072	REC8	GO:0051321	meiotic cell cycle	9606	PINC	P
UniProtKB	O95211	PTTG	GO:0007059	chromosome segregation	9606	UniProt	P
UniProtKB	O95229	ZWINT	GO:0000070	mitotic sister chromatid segregation	9606	GO_Central	P
UniProtKB	O95229	ZWINT	GO:0000070	mitotic sister chromatid segregation	9606	HGNC-UCL	P
UniProtKB	O95229	ZWINT	GO:0007094	mitotic spindle assembly checkpoint signaling	9606	GO_Central	P
UniProtKB	O95229	ZWINT	GO:0007094	mitotic spindle assembly checkpoint signaling	9606	HGNC-UCL	P
UniProtKB	O95229	ZWINT	GO:0031619	homologous chromosome orientation in meiotic metaphase I	9606	UniProt	P
UniProtKB	O95229	ZWINT	GO:0031619	homologous chromosome orientation in meiotic metaphase I	9606	Ensembl	P
UniProtKB	O95235	KIF20A	GO:0000281	mitotic cytokinesis	9606	UniProt	P
UniProtKB	O95235	KIF20A	GO:0061952	midbody abscission	9606	UniProt	P
UniProtKB	O95239	KIF4A	GO:0000281	mitotic cytokinesis	9606	UniProt	P
UniProtKB	O95239	KIF4A	GO:0007052	mitotic spindle organization	9606	GO_Central	P
UniProtKB	O95239	KIF4A	GO:0051231	spindle elongation	9606	GO_Central	P
UniProtKB	O95239	KIF4A	GO:0051256	mitotic spindle midzone assembly	9606	UniProt	P
UniProtKB	O95271	TNKS	GO:0007052	mitotic spindle organization	9606	BHF-UCL	P
UniProtKB	O95271	TNKS	GO:0051225	spindle assembly	9606	BHF-UCL	P
UniProtKB	O95347	SMC2	GO:0007076	mitotic chromosome condensation	9606	GO_Central	P
UniProtKB	O95347	SMC2	GO:0007076	mitotic chromosome condensation	9606	UniProt	P
UniProtKB	O95347	SMC2	GO:0007076	mitotic chromosome condensation	9606	PINC	P
UniProtKB	O95347	SMC2	GO:0010032	meiotic chromosome condensation	9606	Ensembl	P
UniProtKB	O95347	SMC2	GO:0045132	meiotic chromosome segregation	9606	Ensembl	P
UniProtKB	O95359	TACC2	GO:0007052	mitotic spindle organization	9606	InterPro	P
UniProtKB	O95476	CTDNEP1	GO:0007077	mitotic nuclear membrane disassembly	9606	Reactome	P
UniProtKB	O95613	PCNT	GO:0007052	mitotic spindle organization	9606	GO_Central	P
UniProtKB	O95613	PCNT	GO:0007052	mitotic spindle organization	9606	GO_Central	P
UniProtKB	O95619	YEATS4	GO:0000278	mitotic cell cycle	9606	UniProt	P
UniProtKB	O95630	STAMBP	GO:0000281	mitotic cytokinesis	9606	MGI	P
UniProtKB	O95835	LATS1	GO:0000082	G1/S transition of mitotic cell cycle	9606	GO_Central	P
UniProtKB	O95835	LATS1	GO:0000086	G2/M transition of mitotic cell cycle	9606	UniProt	P
UniProtKB	O95835	LATS1	GO:0000819	sister chromatid segregation	9606	UniProt	P
UniProtKB	O95926	SYF2	GO:0007095	mitotic G2 DNA damage checkpoint signaling	9606	Ensembl	P
UniProtKB	O95985	TOP3B	GO:0007059	chromosome segregation	9606	Ensembl	P
UniProtKB	O95997	PTTG1	GO:0007059	chromosome segregation	9606	UniProt	P
UniProtKB	O95997	PTTG1	GO:0045143	homologous chromosome segregation	9606	GO_Central	P
UniProtKB	O96017	CHEK2	GO:0000086	G2/M transition of mitotic cell cycle	9606	UniProt	P
UniProtKB	O96017	CHEK2	GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	9606	Reactome	P
UniProtKB	O96017	CHEK2	GO:0031573	mitotic intra-S DNA damage checkpoint signaling	9606	UniProt	P
UniProtKB	O96017	CHEK2	GO:0044773	mitotic DNA damage checkpoint signaling	9606	GO_Central	P
UniProtKB	O96017	CHEK2	GO:0090307	mitotic spindle assembly	9606	UniProt	P
UniProtKB	O96020	CCNE2	GO:0000082	G1/S transition of mitotic cell cycle	9606	GO_Central	P
UniProtKB	O96020	CCNE2	GO:0000082	G1/S transition of mitotic cell cycle	9606	ComplexPortal	P
UniProtKB	O96020	CCNE2	GO:0007129	homologous chromosome pairing at meiosis	9606	Ensembl	P
UniProtKB	O96020	CCNE2	GO:0070192	chromosome organization involved in meiotic cell cycle	9606	Ensembl	P
UniProtKB	P00519	ABL1	GO:0000278	mitotic cell cycle	9606	ParkinsonsUK-UCL	P
UniProtKB	P00540	MOS	GO:0000212	meiotic spindle organization	9606	UniProt	P
UniProtKB	P00540	MOS	GO:0000212	meiotic spindle organization	9606	Ensembl	P
UniProtKB	P00540	MOS	GO:0051296	establishment of meiotic spindle orientation	9606	UniProt	P
UniProtKB	P00540	MOS	GO:0051296	establishment of meiotic spindle orientation	9606	Ensembl	P
UniProtKB	P01106	MYC	GO:0000082	G1/S transition of mitotic cell cycle	9606	UniProt	P
UniProtKB	P02545	LMNA	GO:1990683	DNA double-strand break attachment to nuclear envelope	9606	UniProt	P
UniProtKB	P04150	NR3C1	GO:0007059	chromosome segregation	9606	UniProt	P
UniProtKB	P04183	TK1	GO:1904860	DNA synthesis involved in mitotic DNA replication	9606	UniProt	P
UniProtKB	P04350	TUBB4A	GO:0000278	mitotic cell cycle	9606	GO_Central	P
UniProtKB	P04637	TP53	GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	9606	Ensembl	P
UniProtKB	P04637	TP53	GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	9606	CAFA	P
UniProtKB	P04637	TP53	GO:0031571	mitotic G1 DNA damage checkpoint signaling	9606	Ensembl	P
UniProtKB	P04637	TP53	GO:0031571	mitotic G1 DNA damage checkpoint signaling	9606	BHF-UCL	P
UniProtKB	P05067	APP	GO:0000086	G2/M transition of mitotic cell cycle	9606	Ensembl	P
UniProtKB	P05067	APP	GO:0000278	mitotic cell cycle	9606	Ensembl	P
UniProtKB	P05141	SLC25A5	GO:0007059	chromosome segregation	9606	UniProt	P
UniProtKB	P05305	EDN1	GO:1903537	meiotic cell cycle process involved in oocyte maturation	9606	Ensembl	P
UniProtKB	P05556	ITGB1	GO:0000082	G1/S transition of mitotic cell cycle	9606	Ensembl	P
UniProtKB	P05556	ITGB1	GO:0000132	establishment of mitotic spindle orientation	9606	ARUK-UCL	P
UniProtKB	P05771	PRKCB	GO:0007077	mitotic nuclear membrane disassembly	9606	Reactome	P
UniProtKB	P06400	RB1	GO:0000082	G1/S transition of mitotic cell cycle	9606	Ensembl	P
UniProtKB	P06400	RB1	GO:0031134	sister chromatid biorientation	9606	BHF-UCL	P
UniProtKB	P06400	RB1	GO:0034088	maintenance of mitotic sister chromatid cohesion	9606	BHF-UCL	P
UniProtKB	P06493	CDK1	GO:0000082	G1/S transition of mitotic cell cycle	9606	ComplexPortal	P
UniProtKB	P06493	CDK1	GO:0000086	G2/M transition of mitotic cell cycle	9606	GO_Central	P
UniProtKB	P06493	CDK1	GO:0000086	G2/M transition of mitotic cell cycle	9606	UniProt	P
UniProtKB	P06493	CDK1	GO:0000086	G2/M transition of mitotic cell cycle	9606	ComplexPortal	P
UniProtKB	P06493	CDK1	GO:0000086	G2/M transition of mitotic cell cycle	9606	ComplexPortal	P
UniProtKB	P06493	CDK1	GO:0000086	G2/M transition of mitotic cell cycle	9606	UniProt	P
UniProtKB	P06493	CDK1	GO:0000086	G2/M transition of mitotic cell cycle	9606	UniProt	P
UniProtKB	P06493	CDK1	GO:0000086	G2/M transition of mitotic cell cycle	9606	UniProt	P
UniProtKB	P06493	CDK1	GO:0000086	G2/M transition of mitotic cell cycle	9606	Reactome	P
UniProtKB	P06493	CDK1	GO:0007077	mitotic nuclear membrane disassembly	9606	UniProt	P
UniProtKB	P06493	CDK1	GO:0007095	mitotic G2 DNA damage checkpoint signaling	9606	GO_Central	P
UniProtKB	P06493	CDK1	GO:0007095	mitotic G2 DNA damage checkpoint signaling	9606	Ensembl	P
UniProtKB	P06493	CDK1	GO:0007098	centrosome cycle	9606	UniProt	P
UniProtKB	P06493	CDK1	GO:0044772	mitotic cell cycle phase transition	9606	Ensembl	P
UniProtKB	P06493	CDK1	GO:1902850	microtubule cytoskeleton organization involved in mitosis	9606	UniProt	P
UniProtKB	P06730	EIF4E	GO:0000082	G1/S transition of mitotic cell cycle	9606	UniProt	P
UniProtKB	P06748	NPM1	GO:0007098	centrosome cycle	9606	UniProt	P
UniProtKB	P07332	FES	GO:0007098	centrosome cycle	9606	Ensembl	P
UniProtKB	P07437	TUBB	GO:0000278	mitotic cell cycle	9606	GO_Central	P
UniProtKB	P07437	TUBB	GO:0051225	spindle assembly	9606	Ensembl	P
UniProtKB	P08134	RHOC	GO:0000281	mitotic cytokinesis	9606	GO_Central	P
UniProtKB	P08134	RHOC	GO:0000281	mitotic cytokinesis	9606	UniProt	P
UniProtKB	P08183	ABCB1	GO:0000086	G2/M transition of mitotic cell cycle	9606	DFLAT	P
UniProtKB	P08575	PTPRC	GO:0044770	cell cycle phase transition	9606	UniProt	P
UniProtKB	P08F94	PKHD1	GO:0000132	establishment of mitotic spindle orientation	9606	UniProt	P
UniProtKB	P08F94	PKHD1	GO:0000132	establishment of mitotic spindle orientation	9606	Ensembl	P
UniProtKB	P09884	POLA1	GO:1902975	mitotic DNA replication initiation	9606	InterPro	P
UniProtKB	P09884	POLA1	GO:1902975	mitotic DNA replication initiation	9606	GO_Central	P
UniProtKB	P0C1S8	WEE2	GO:0000278	mitotic cell cycle	9606	InterPro	P
UniProtKB	P0C1S8	WEE2	GO:0007143	female meiotic nuclear division	9606	UniProt	P
UniProtKB	P0C1S8	WEE2	GO:0007143	female meiotic nuclear division	9606	Ensembl	P
